type	latitude	longitude	altitude (m)	name	desc
T	-22.503797447	-43.233151030	918.7		
T	-22.503791368	-43.233508291	912.3		
T	-22.503830482	-43.233953482	909.4		
T	-22.503872896	-43.234174967	913.1		
T	-22.503927661	-43.234447943	916.3		
T	-22.503915292	-43.234745397	916.5		
T	-22.503912640	-43.234819207	915.8		
T	-22.504004844	-43.235681050	912.8		
T	-22.504016915	-43.235944246	915.7		
T	-22.504034643	-43.236269346	918.0		
T	-22.504004929	-43.236508938	915.9		
T	-22.504008833	-43.236854102	912.9		
T	-22.503949003	-43.237138661	907.6		
T	-22.504966796	-43.237120242	923.6		
T	-22.505257426	-43.237046561	918.6		
T	-22.505480372	-43.237058989	910.3		
T	-22.505735544	-43.237111954	898.0		
T	-22.505945171	-43.237217418	888.3		
T	-22.506227670	-43.237228874	883.1		
T	-22.506567744	-43.237218820	884.0		
T	-22.506834591	-43.237161951	892.0		
T	-22.507146082	-43.237101411	906.8		
T	-22.507494739	-43.237002406	917.7		
T	-22.507784997	-43.236974017	924.4		
T	-22.508054182	-43.236908308	934.4		
T	-22.508338691	-43.236886675	941.7		
T	-22.508609845	-43.236816364	940.8		
T	-22.508844144	-43.236809205	941.4		
T	-22.509074110	-43.236738865	941.4		
T	-22.509384823	-43.236698390	946.1		
T	-22.509582024	-43.236584457	952.1		
T	-22.509853243	-43.236510882	961.9		
T	-22.510268797	-43.236312397	972.8		
T	-22.510565810	-43.236189373	982.8		
T	-22.510850839	-43.236015920	997.9		
T	-22.511275399	-43.235863652	1015.2		
T	-22.511558824	-43.235759398	1020.9		
T	-22.511862531	-43.235723476	1025.6		
T	-22.512220378	-43.235691782	1026.4		
T	-22.512510597	-43.235680868	1022.8		
T	-22.512798779	-43.235743994	1018.7		
T	-22.513018866	-43.235759721	1014.6		
T	-22.513252157	-43.235749354	1012.2		
T	-22.513564895	-43.235763741	1011.0		
T	-22.513805808	-43.235737466	1006.3		
T	-22.514025483	-43.235754950	1002.0		
T	-22.514368592	-43.235753923	994.1		
T	-22.514601569	-43.235744646	989.7		
T	-22.514901822	-43.235713542	987.1		
T	-22.515159506	-43.235650237	991.3		
T	-22.515417353	-43.235514645	993.0		
T	-22.515653732	-43.235496655	987.4		
T	-22.515870086	-43.235523429	976.1		
T	-22.516122883	-43.235598431	958.5		
T	-22.516327517	-43.235583400	949.7		
T	-22.516575397	-43.235602684	938.6		
T	-22.516928713	-43.235719335	920.9		
T	-22.517159153	-43.235792605	909.7		
T	-22.517392834	-43.235857935	898.3		
T	-22.517629278	-43.235844713	889.2		
T	-22.517784734	-43.235961840	880.1		
T	-22.518151332	-43.235985682	877.8		
T	-22.518520035	-43.235780345	896.4		
T	-22.518801824	-43.235871252	895.6		
T	-22.519105300	-43.235831662	887.7		
T	-22.519340658	-43.235893106	874.1		
T	-22.519584021	-43.235859157	866.8		
T	-22.519822597	-43.235910374	859.5		
T	-22.520093007	-43.235964365	846.6		
T	-22.520297013	-43.236116419	830.1		
T	-22.520554760	-43.236285951	799.6		
T	-22.520810838	-43.236390037	786.6		
T	-22.521175856	-43.236419054	791.0		
T	-22.521379292	-43.236406280	795.7		
T	-22.521623462	-43.236371975	802.8		
T	-22.521960818	-43.236225283	827.9		
T	-22.522305260	-43.235975632	854.9		
T	-22.522575926	-43.235773225	866.5		
T	-22.522775982	-43.235684402	872.0		
T	-22.523087441	-43.235532192	865.0		
T	-22.523296938	-43.235531367	858.2		
T	-22.523554632	-43.235642116	847.2		
T	-22.523755634	-43.235753529	838.8		
T	-22.523995690	-43.235939961	824.3		
T	-22.524223948	-43.235960039	798.3		
T	-22.524453614	-43.235976456	765.4		
T	-22.524729610	-43.236118897	746.5		
T	-22.524951230	-43.236170865	731.5		
T	-22.525180185	-43.236274376	713.3		
T	-22.525463800	-43.236317430	691.0		
T	-22.525688457	-43.236444515	674.5		
T	-22.525972958	-43.236570624	658.6		
T	-22.526260836	-43.236606599	649.2		
T	-22.526561799	-43.236584550	642.1		
T	-22.526749644	-43.236536800	643.1		
T	-22.527872657	-43.236242576	669.8		
T	-22.528107064	-43.236252008	664.5		
T	-22.528404646	-43.236238578	663.0		
T	-22.528655467	-43.236157172	669.8		
T	-22.528963358	-43.236081948	683.4		
T	-22.529217475	-43.236054630	693.8		
T	-22.529468692	-43.235955861	705.9		
T	-22.529776510	-43.235951488	708.2		
T	-22.530070469	-43.235950419	714.2		
T	-22.530375159	-43.235873813	711.0		
T	-22.530688647	-43.235725758	721.4		
T	-22.530996326	-43.235612678	732.9		
T	-22.531288732	-43.235704492	730.5		
T	-22.531464648	-43.235703789	730.7		
T	-22.531771157	-43.235674396	724.8		
T	-22.532060450	-43.235707546	712.7		
T	-22.532235401	-43.235812520	703.0		
T	-22.532522134	-43.235884878	689.6		
T	-22.532754784	-43.236014695	677.6		
T	-22.533044536	-43.236075135	649.0		
T	-22.533277580	-43.236116281	631.3		
T	-22.533514947	-43.236213979	618.8		
T	-22.533749015	-43.236255371	608.6		
T	-22.533986759	-43.236362269	600.5		
T	-22.534224985	-43.236470392	592.7		
T	-22.534463368	-43.236587357	584.2		
T	-22.534760803	-43.236601522	575.2		
T	-22.534997263	-43.236505770	569.3		
T	-22.535233889	-43.236405933	568.8		
T	-22.535530871	-43.236278548	575.8		
T	-22.535827725	-43.236132647	583.3		
T	-22.536064204	-43.235998682	588.4		
T	-22.536302981	-43.235941265	592.7		
T	-22.536541409	-43.235883820	594.2		
T	-22.536782318	-43.235919924	590.7		
T	-22.537079371	-43.235889972	591.4		
T	-22.537438998	-43.235947114	588.2		
T	-22.537738994	-43.235980608	584.2		
T	-22.537977076	-43.235992713	579.5		
T	-22.538277498	-43.236039483	572.8		
T	-22.538514725	-43.236008980	570.4		
T	-22.538875164	-43.236083003	563.8		
T	-22.539116306	-43.236136779	558.3		
T	-22.539412837	-43.236105904	557.3		
T	-22.539531034	-43.236086016	560.6		
T	-22.539882136	-43.235973673	575.0		
T	-22.540060841	-43.235990240	577.4		
T	-22.540410769	-43.235870162	577.6		
T	-22.540706027	-43.235842901	576.4		
T	-22.541001583	-43.235820847	577.2		
T	-22.541179157	-43.235810760	576.9		
T	-22.541590555	-43.235756214	577.1		
T	-22.541824553	-43.235717453	579.7		
T	-22.542113880	-43.235639886	585.3		
T	-22.542462296	-43.235604058	593.5		
T	-22.542693120	-43.235548937	599.9		
T	-22.543097006	-43.235458477	606.6		
T	-22.543331098	-43.235477145	604.7		
T	-22.543684642	-43.235463843	591.1		
T	-22.543925513	-43.235490046	579.8		
T	-22.544229794	-43.235540980	565.8		
T	-22.544477333	-43.235603792	555.1		
T	-22.544913358	-43.235720147	530.4		
T	-22.545225669	-43.235845828	509.0		
T	-22.545472829	-43.235889719	497.0		
T	-22.545780022	-43.235930540	483.9		
T	-22.546083194	-43.235993703	472.4		
T	-22.546386360	-43.236056171	461.5		
T	-22.546635986	-43.236150020	455.7		
T	-22.546875875	-43.236244163	450.5		
T	-22.547174335	-43.236281817	451.1		
T	-22.547405634	-43.236235893	452.2		
T	-22.547635495	-43.236137578	452.9		
T	-22.547860453	-43.235965567	454.5		
T	-22.547977115	-43.235898656	454.5		
T	-22.548426813	-43.235662245	459.4		
T	-22.548716760	-43.235618753	466.6		
T	-22.548954738	-43.235660983	466.8		
T	-22.549192965	-43.235704236	465.2		
T	-22.549431612	-43.235749604	464.0		
T	-22.549718886	-43.235752841	461.9		
T	-22.549943340	-43.235694780	466.4		
T	-22.550239987	-43.235786386	468.2		
T	-22.550293090	-43.235707693	472.6		
T	-22.551262981	-43.235696081	499.4		
T	-22.551470631	-43.235536237	510.2		
T	-22.551691330	-43.235475511	509.0		
T	-22.551962523	-43.235387113	514.4		
T	-22.552235969	-43.235308245	519.6		
T	-22.552514897	-43.235248876	526.6		
T	-22.552817738	-43.235263063	525.3		
T	-22.553126233	-43.235347382	517.2		
T	-22.553360832	-43.235389203	512.6		
T	-22.553446139	-43.235125759	519.8		
T	-22.553351904	-43.234807151	537.6		
T	-22.553298230	-43.234434208	569.0		
T	-22.553204502	-43.233839479	599.1		
T	-22.553156208	-43.233430386	612.8		
T	-22.553063821	-43.233118697	622.6		
T	-22.553029505	-43.232750629	638.5		
T	-22.553001537	-43.232509372	647.3		
T	-22.552907725	-43.232140124	656.0		
T	-22.552890369	-43.231820806	655.6		
T	-22.552818797	-43.231568443	656.2		
T	-22.552805704	-43.231315213	656.9		
T	-22.552784698	-43.231040442	658.1		
T	-22.552705584	-43.230767431	661.5		
T	-22.552690059	-43.230507706	660.0		
T	-22.551906160	-43.230499993	705.9		
T	-22.551940552	-43.230813869	691.8		
T	-22.551999979	-43.231254946	676.1		
T	-22.552068276	-43.231444001	670.5		
T	-22.552164841	-43.231823649	661.9		
T	-22.552243399	-43.232204506	653.9		
T	-22.552315076	-43.232403778	652.0		
T	-22.552345253	-43.232761741	645.1		
T	-22.552428596	-43.233103140	631.9		
T	-22.552470798	-43.233443323	619.4		
T	-22.552550352	-43.234004209	590.0		
T	-22.552532682	-43.234345749	557.4		
T	-22.552419120	-43.234704596	537.6		
T	-22.552177249	-43.234584894	540.5		
T	-22.552051444	-43.234456031	543.7		
T	-22.551995643	-43.233959470	583.5		
T	-22.551952624	-43.233557348	607.3		
T	-22.551911010	-43.233214496	614.8		
T	-22.551854502	-43.232719699	631.0		
T	-22.551770532	-43.232428903	639.2		
T	-22.551739571	-43.232066781	646.8		
T	-22.551721147	-43.231742840	649.3		
T	-22.551645072	-43.231475915	652.4		
T	-22.551546925	-43.230915006	689.6		
T	-22.551468238	-43.230468525	721.5		
T	-22.551450858	-43.230204053	737.0		
T	-22.551433370	-43.229939367	749.7		
T	-22.551295363	-43.229333210	782.6		
T	-22.551264337	-43.229029710	800.1		
T	-22.551239255	-43.228692204	813.3		
T	-22.551215945	-43.228412974	811.7		
T	-22.551189859	-43.228125920	806.6		
T	-22.551095553	-43.227649587	814.1		
T	-22.551094248	-43.227433172	814.0		
T	-22.551092942	-43.227216426	810.1		
T	-22.551024850	-43.226920815	796.8		
T	-22.551021711	-43.226645206	784.9		
T	-22.551035298	-43.226361528	769.8		
T	-22.551046667	-43.226124151	756.7		
T	-22.551062605	-43.225790355	739.4		
T	-22.551058443	-43.225508788	744.5		
T	-22.551029396	-43.225051936	756.7		
T	-22.550975502	-43.224638464	770.4		
T	-22.550921227	-43.224223948	793.5		
T	-22.550874736	-43.223833289	825.4		
T	-22.550879205	-43.223425748	860.3		
T	-22.550810757	-43.222981048	880.6		
T	-22.550756139	-43.222519925	899.0		
T	-22.550763345	-43.222071384	900.3		
T	-22.550740745	-43.221800371	902.1		
T	-22.550735464	-43.221411264	908.9		
T	-22.550734504	-43.221085879	900.3		
T	-22.550718728	-43.220615929	877.4		
T	-22.550769521	-43.220437485	870.3		
T	-22.550762199	-43.220202974	864.2		
T	-22.550747372	-43.219788601	849.4		
T	-22.550745609	-43.219458313	850.2		
T	-22.550731374	-43.219098676	849.5		
T	-22.550717211	-43.218738957	836.9		
T	-22.550706362	-43.218441221	835.4		
T	-22.550693332	-43.218083691	839.0		
T	-22.550684640	-43.217845190	845.0		
T	-22.550662535	-43.217467559	843.4		
T	-22.550643376	-43.217151356	851.4		
T	-22.550629243	-43.216900891	858.1		
T	-22.550615199	-43.216595840	866.6		
T	-22.550595316	-43.216223311	870.2		
T	-22.550576736	-43.215908748	871.8		
T	-22.550609703	-43.215581149	874.0		
T	-22.550593596	-43.215327310	880.6		
T	-22.550573716	-43.215010759	893.9		
T	-22.550556994	-43.214700749	888.9		
T	-22.550549253	-43.214408378	874.8		
T	-22.550540826	-43.214114406	865.4		
T	-22.550530706	-43.213761256	862.0		
T	-22.550522260	-43.213466642	863.1		
T	-22.550506611	-43.213158326	864.8		
T	-22.550497073	-43.212916925	864.2		
T	-22.550497379	-43.212693799	860.8		
T	-22.550494558	-43.212240124	848.1		
T	-22.550479780	-43.211932515	842.4		
T	-22.550459840	-43.211559484	840.5		
T	-22.550445805	-43.211309527	840.3		
T	-22.550428564	-43.210997746	838.9		
T	-22.550427808	-43.210657680	836.5		
T	-22.550411852	-43.210404379	835.5		
T	-22.550371137	-43.209827019	841.4		
T	-22.550358220	-43.209579128	845.3		
T	-22.550318150	-43.209117359	852.9		
T	-22.550270744	-43.208645260	862.2		
T	-22.550229528	-43.208184420	883.4		
T	-22.550217975	-43.207996505	889.0		
T	-22.550192161	-43.207560355	891.3		
T	-22.550181930	-43.207317957	892.7		
T	-22.550152104	-43.206762241	893.7		
T	-22.550133653	-43.206336942	889.4		
T	-22.550121736	-43.206034805	883.4		
T	-22.550116815	-43.205685043	874.6		
T	-22.550121999	-43.205290300	860.0		
T	-22.550120121	-43.204942646	853.5		
T	-22.550120533	-43.204654682	844.6		
T	-22.550120681	-43.204423748	833.4		
T	-22.550114868	-43.204126934	828.6		
T	-22.550095895	-43.203639291	822.0		
T	-22.550087053	-43.203396121	821.2		
T	-22.550078206	-43.203152825	821.0		
T	-22.550069259	-43.202850917	815.8		
T	-22.550063270	-43.202552218	806.4		
T	-22.550058046	-43.202253931	798.7		
T	-22.550062531	-43.201848122	783.7		
T	-22.550065930	-43.201439596	766.6		
T	-22.550077759	-43.201097377	750.8		
T	-22.550076623	-43.200621696	732.9		
T	-22.550071388	-43.200021140	706.5		
T	-22.550067210	-43.199718601	701.7		
T	-22.550056385	-43.199169748	689.1		
T	-22.550059149	-43.198992164	681.8		
T	-22.550064437	-43.198755764	671.8		
T	-22.550074370	-43.198220468	643.8		
T	-22.550038939	-43.197816529	625.2		
T	-22.550053717	-43.197583907	603.8		
T	-22.550057996	-43.197342815	589.3		
T	-22.550054275	-43.197033947	577.4		
T	-22.550039220	-43.196778212	576.8		
T	-22.550008607	-43.196450645	581.1		
T	-22.549965313	-43.195870359	583.9		
T	-22.549951042	-43.195369862	590.6		
T	-22.549937916	-43.195115868	592.4		
T	-22.549914910	-43.194794888	592.8		
T	-22.549890140	-43.194535032	598.6		
T	-22.549862894	-43.194274297	607.0		
T	-22.549773348	-43.194015637	617.7		
T	-22.549744549	-43.193508823	667.2		
T	-22.549731153	-43.193194049	668.7		
T	-22.549703727	-43.192935236	687.7		
T	-22.549592908	-43.192400342	772.5		
T	-22.549337318	-43.192066036	883.8		
T	-22.549310996	-43.191815750	870.7		
T	-22.549280013	-43.191504372	880.1		
T	-22.549298338	-43.191007689	891.3		
T	-22.549297173	-43.190946968	889.9		
T	-22.549375770	-43.190479033	827.3		
T	-22.549546370	-43.190267498	758.3		
T	-22.549596091	-43.189840773	691.3		
T	-22.549584262	-43.189338246	639.0		
T	-22.549582677	-43.189087043	621.3		
T	-22.549573238	-43.188772093	622.7		
T	-22.549563899	-43.188519696	617.7		
T	-22.549612972	-43.188015266	568.0		
T	-22.549622661	-43.187824656	560.0		
T	-22.549626867	-43.187378218	535.0		
T	-22.549618475	-43.187186917	531.1		
T	-22.549606892	-43.186867927	526.3		
T	-22.549595197	-43.186548546	523.1		
T	-22.549601157	-43.186162372	514.3		
T	-22.549605570	-43.185451597	486.3		
T	-22.549568442	-43.184876590	483.1		
T	-22.549528230	-43.184238255	489.3		
T	-22.549509889	-43.183788535	489.3		
T	-22.549501841	-43.183269811	478.0		
T	-22.549502573	-43.182941474	464.9		
T	-22.549504198	-43.182548200	453.7		
T	-22.549506836	-43.182283960	449.0		
T	-22.549502002	-43.181692307	429.7		
T	-22.549476168	-43.181109956	422.0		
T	-22.549456363	-43.180523546	420.4		
T	-22.549447821	-43.180262394	418.7		
T	-22.549433593	-43.179871363	415.7		
T	-22.549409234	-43.179554227	416.8		
T	-22.549384359	-43.179303940	420.1		
T	-22.549359209	-43.178854504	426.1		
T	-22.549327337	-43.178342843	430.5		
T	-22.549278003	-43.177779318	442.4		
T	-22.549216838	-43.177161234	469.6		
T	-22.549174000	-43.176596439	485.2		
T	-22.549140334	-43.176158614	488.9		
T	-22.549114330	-43.175780984	498.0		
T	-22.549086065	-43.175473406	508.7		
T	-22.549045570	-43.175044985	524.5		
T	-22.548999980	-43.174691003	539.3		
T	-22.548971254	-43.174386750	551.6		
T	-22.548921138	-43.173906738	567.9		
T	-22.548903119	-43.173726383	572.4		
T	-22.548858603	-43.173309363	583.9		
T	-22.548750859	-43.172971657	615.5		
T	-22.548706142	-43.172626501	634.1		
T	-22.548615785	-43.172337156	655.0		
T	-22.548596267	-43.172162032	674.0		
T	-22.548557339	-43.171812713	730.1		
T	-22.548503867	-43.171485663	780.0		
T	-22.548393356	-43.171163957	827.9		
T	-22.548326363	-43.170862513	911.0		
T	-22.548242671	-43.170523745	945.2		
T	-22.548203507	-43.170385213	944.5		
T	-22.548116783	-43.170191091	954.3		
T	-22.547960624	-43.169895024	979.3		
T	-22.547887920	-43.169425220	994.6		
T	-22.547881408	-43.169239216	992.8		
T	-22.547875809	-43.168854147	985.7		
T	-22.547872213	-43.168265644	964.9		
T	-22.547880385	-43.167719292	943.9		
T	-22.547874637	-43.166929064	921.3		
T	-22.547884022	-43.166481245	931.2		
T	-22.547837147	-43.165971988	949.1		
T	-22.547809263	-43.165627193	955.0		
T	-22.547792126	-43.165327119	960.0		
T	-22.547712280	-43.165045589	965.8		
T	-22.547632049	-43.164765471	971.0		
T	-22.547564701	-43.164592059	973.6		
T	-22.547546052	-43.164026625	975.5		
T	-22.547529404	-43.163794428	977.3		
T	-22.547502637	-43.163382476	978.2		
T	-22.547420747	-43.163041208	982.3		
T	-22.547299473	-43.162864402	1003.2		
T	-22.547247505	-43.162586843	1033.1		
T	-22.547227030	-43.162367945	1061.2		
T	-22.547155110	-43.161872582	1041.9		
T	-22.547157803	-43.161389329	1023.6		
T	-22.547171535	-43.161011880	1014.8		
T	-22.547177184	-43.160722912	1003.5		
T	-22.547176359	-43.160381625	986.1		
T	-22.547181792	-43.159814535	965.7		
T	-22.547178541	-43.159477619	954.8		
T	-22.547178045	-43.159061848	945.3		
T	-22.547171770	-43.158870475	940.3		
T	-22.547161827	-43.158550697	932.5		
T	-22.547156035	-43.158357914	925.2		
T	-22.547153244	-43.157805709	907.9		
T	-22.547151490	-43.157529728	902.4		
T	-22.547144843	-43.157056393	889.9		
T	-22.547134243	-43.156594109	879.3		
T	-22.547118514	-43.156288519	882.4		
T	-22.547072938	-43.155865409	897.8		
T	-22.547038530	-43.155692138	910.2		
T	-22.546998489	-43.155325245	932.1		
T	-22.546907047	-43.155020199	952.1		
T	-22.546885872	-43.154593678	957.3		
T	-22.546872551	-43.154354219	951.2		
T	-22.546855183	-43.154057378	945.9		
T	-22.546839442	-43.153683736	947.7		
T	-22.546822648	-43.153242302	944.7		
T	-22.546800112	-43.152964245	940.7		
T	-22.546730452	-43.152730124	945.8		
T	-22.546719713	-43.152481689	946.8		
T	-22.546541518	-43.152386620	956.5		
T	-22.546257654	-43.152420965	968.4		
T	-22.546150410	-43.152628537	974.6		
T	-22.546216818	-43.152873853	976.5		
T	-22.546237897	-43.153370971	979.4		
T	-22.546253414	-43.153817518	981.7		
T	-22.546255958	-43.154023572	984.1		
T	-22.546333320	-43.154299213	982.4		
T	-22.546465111	-43.154577834	976.6		
T	-22.546537778	-43.154800653	974.0		
T	-22.546546531	-43.154984064	971.0		
T	-22.546628884	-43.155317077	960.4		
T	-22.546715722	-43.155564703	946.9		
T	-22.546820507	-43.155826260	921.2		
T	-22.546871342	-43.156158302	899.3		
T	-22.546947546	-43.156446622	887.9		
T	-22.546958975	-43.156836127	891.6		
T	-22.546966749	-43.157024304	896.4		
T	-22.546976253	-43.157277471	903.1		
T	-22.546976463	-43.157769969	915.3		
T	-22.546976605	-43.158331316	935.8		
T	-22.546986971	-43.158650280	944.1		
T	-22.546939275	-43.158978809	955.5		
T	-22.546943729	-43.159314272	964.3		
T	-22.546943421	-43.159591975	970.2		
T	-22.546900971	-43.160043847	980.7		
T	-22.546844088	-43.160396378	994.1		
T	-22.546842782	-43.160676759	1008.5		
T	-22.546844730	-43.160876893	1019.1		
T	-22.546838966	-43.161442119	1033.0		
T	-22.546837837	-43.161786655	1044.5		
T	-22.546840661	-43.162051741	1054.2		
T	-22.546855420	-43.162353448	1056.5		
T	-22.546874812	-43.162574288	1051.5		
T	-22.546930199	-43.163044398	1015.5		
T	-22.546961337	-43.163374578	1001.9		
T	-22.546994182	-43.163769221	999.3		
T	-22.547018075	-43.164050805	993.0		
T	-22.547054241	-43.164439602	982.1		
T	-22.547095570	-43.164885634	971.0		
T	-22.547118019	-43.165173076	962.8		
T	-22.547148643	-43.165510212	954.1		
T	-22.547172868	-43.165795364	946.4		
T	-22.547196591	-43.166081791	938.6		
T	-22.547213577	-43.166315217	933.5		
T	-22.547238551	-43.166599971	925.9		
T	-22.547279291	-43.167055823	915.1		
T	-22.547290850	-43.167369362	919.2		
T	-22.547285969	-43.167714143	931.2		
T	-22.547285328	-43.167983455	942.9		
T	-22.547286874	-43.168314270	955.2		
T	-22.547297423	-43.168627603	963.8		
T	-22.547304977	-43.168879593	970.1		
T	-22.547314412	-43.169194273	977.6		
T	-22.547321530	-43.169446400	980.9		
T	-22.547327133	-43.169767031	978.5		
T	-22.547340975	-43.170073236	974.6		
T	-22.547399931	-43.170499951	947.4		
T	-22.547449130	-43.170682416	926.1		
T	-22.547576869	-43.171006097	880.7		
T	-22.547711249	-43.171397278	806.3		
T	-22.547810280	-43.171853010	695.0		
T	-22.547887930	-43.172022497	665.2		
T	-22.547918327	-43.172315450	648.1		
T	-22.547952845	-43.172536967	641.3		
T	-22.548020493	-43.173050800	619.8		
T	-22.548058262	-43.173405895	603.1		
T	-22.548096104	-43.173762465	589.8		
T	-22.548134062	-43.174120111	580.3		
T	-22.548163126	-43.174489832	560.8		
T	-22.548196332	-43.174990360	542.7		
T	-22.548228636	-43.175357939	531.3		
T	-22.548327992	-43.175781545	515.2		
T	-22.548351633	-43.176093116	505.3		
T	-22.548383679	-43.176464002	493.0		
T	-22.548423294	-43.176828496	476.4		
T	-22.548460270	-43.177129517	466.9		
T	-22.548496127	-43.177432837	455.6		
